Title,Price (£),Rating (1-5),In Stock,URL,Cat_Academic,Cat_Add a comment,Cat_Adult Fiction,Cat_Art,Cat_Autobiography,Cat_Biography,Cat_Business,Cat_Childrens,Cat_Christian,Cat_Christian Fiction,Cat_Classics,Cat_Contemporary,Cat_Crime,Cat_Cultural,Cat_Default,Cat_Erotica,Cat_Fantasy,Cat_Fiction,Cat_Food and Drink,Cat_Health,Cat_Historical,Cat_Historical Fiction,Cat_History,Cat_Horror,Cat_Humor,Cat_Music,Cat_Mystery,Cat_New Adult,Cat_Nonfiction,Cat_Novels,Cat_Paranormal,Cat_Parenting,Cat_Philosophy,Cat_Poetry,Cat_Politics,Cat_Psychology,Cat_Religion,Cat_Romance,Cat_Science,Cat_Science Fiction,Cat_Self Help,Cat_Sequential Art,Cat_Short Stories,Cat_Spirituality,Cat_Sports and Games,Cat_Suspense,Cat_Thriller,Cat_Travel,Cat_Womens Fiction,Cat_Young Adult
The White Queen (The Cousins' War #1),-0.6585384466443711,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wedding Pact (The O'Malleys #2),-0.17206334065828718,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Time Keeper,-0.5155002438395078,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-time-keeper_766/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Testament of Mary,1.2844576483090033,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Star-Touched Queen,0.8016129535616215,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Songs of the Gods,0.6897962874095958,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Song of Achilles,0.1757300560093758,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rosie Project (Don Tillman #1),1.383930916249441,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Power of Habit: Why We Do What We Do in Life and Business,-1.314190716353974,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Marriage of Opposites,0.05883081412316758,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lucifer Effect: Understanding How Good People Turn Evil,-1.7846920128897688,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Long Haul (Diary of a Wimpy Kid #9),0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loney,-0.8407850908272176,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-loney_756/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Literature Book (Big Ideas Simply Explained),-1.2742561927282507,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Mile (Amos Decker #2),1.3962743144610286,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Immortal Life of Henrietta Lacks,0.41315895102049466,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hidden Oracle (The Trials of Apollo #1),1.2546882761516456,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,-0.45087892379060995,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guilty (Will Robie #4),-1.5363718841625436,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The First Hostage (J.B. Collins #2),-0.6628949401308136,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dovekeepers,0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkest Lie,0.026883195222589095,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Bane Chronicles (The Bane Chronicles #1-11),0.7079483436031064,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,-1.394785845853161,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 14th Colony (Cotton Malone #11),0.30932918959361405,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
That Darkness (Gardiner and Renner #1),-1.5291110616851393,-1.3407711096652182,True,http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tastes Like Fear (DI Marnie Rome #3),-1.7636356277052965,-1.3407711096652182,True,http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take Me with You,0.742800291494647,0.05368662269590314,True,http://books.toscrape.com/catalogue/take-me-with-you_741/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swell: A Year of Waves,0.7696653346610425,-1.3407711096652182,True,http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),-1.6765057579764455,1.4481443550570243,True,http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Still Life with Bread Crumbs,-0.62223433425735,0.05368662269590314,True,http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs,0.3282073280348649,1.4481443550570243,True,http://books.toscrape.com/catalogue/steve-jobs_737/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,0.7086744258508472,0.7509154888764638,True,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Someone Like You (The Harrisons #2),1.2931706352818881,1.4481443550570243,True,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",0.032691853204512365,0.7509154888764638,True,http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shtum,1.5146257208427178,0.7509154888764638,True,http://books.toscrape.com/catalogue/shtum_733/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
See America: A Celebration of Our National Parks & Treasured Sites,1.008546394167642,0.05368662269590314,True,http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
salt.,0.8567952043898935,0.7509154888764638,True,http://books.toscrape.com/catalogue/salt_731/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin War,0.05883081412316758,0.05368662269590314,True,http://books.toscrape.com/catalogue/robin-war_730/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",-0.6897599832972093,-0.6435422434846575,True,http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rain Fish,-0.8284416926156304,0.05368662269590314,True,http://books.toscrape.com/catalogue/rain-fish_728/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",0.05883081412316758,1.4481443550570243,True,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet Sematary,-1.7730746969259217,0.05368662269590314,True,http://books.toscrape.com/catalogue/pet-sematary_726/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",1.246701371426501,0.05368662269590314,True,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Once Was a Time,0.05883081412316758,-0.6435422434846575,True,http://books.toscrape.com/catalogue/once-was-a-time_724/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old School (Diary of a Wimpy Kid #10),-1.6808622514628881,1.4481443550570243,True,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,-0.946067016749579,-0.6435422434846575,True,http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",0.2476121985356779,-0.6435422434846575,True,http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
My Name Is Lucy Barton,0.4777802710693924,-1.3407711096652182,True,http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Mrs. Brown,-0.7623682080712517,0.05368662269590314,True,http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Kind of Crazy,0.3906504013405413,-1.3407711096652182,True,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mr. Mercedes (Bill Hodges Trilogy #1),-0.4414398545699845,-1.3407711096652182,True,http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Than Music (Chasing the Dream #1),0.19097778321192474,-0.6435422434846575,True,http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made to Stick: Why Some Ideas Survive and Others Die,0.2810119819317375,1.4481443550570243,True,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Paints the World,1.3773961760197777,0.05368662269590314,True,http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luckiest Girl Alive,1.0782502899507227,0.05368662269590314,True,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowriders to the Center of the Earth (Lowriders in Space #2),1.2002321075711138,-0.6435422434846575,True,http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love Is a Mix Tape (Music #1),-1.2306912578638252,-1.3407711096652182,True,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking for Lovely: Collecting the Moments that Matter,-0.4240138806242142,1.4481443550570243,True,http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",0.8662342736105187,0.7509154888764638,True,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let It Out: A Journey Through Journaling,-0.594643208843214,1.4481443550570243,True,http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Midnight (The Dark Artifices #1),-1.3577556512183993,1.4481443550570243,True,http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",-1.1203267562072807,-1.3407711096652182,True,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island of Dragons (Unwanteds #7),-0.3869836859894527,-1.3407711096652182,True,http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,-0.6534558709101882,0.7509154888764638,True,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Pilgrim (Pilgrim #1),-1.77017036793496,0.7509154888764638,True,http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",-1.4688462351226843,1.4481443550570243,True,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hush, Hush (Hush, Hush #1)",0.8742211783356639,0.05368662269590314,True,http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hold Your Breath (Search and Rescue #1),-0.4472485125519078,-1.3407711096652182,True,http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton: The Revolution,1.7288199839261424,0.05368662269590314,True,http://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greek Mythic History,-1.7970354111013558,1.4481443550570243,True,http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God: The Most Unpleasant Character in All Fiction,-0.35939256057531643,1.4481443550570243,True,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glory over Everything: Beyond The Kitchen House,0.7885434731022939,0.05368662269590314,True,http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feathers: Displays of Brilliant Plumage,1.0216158746269695,0.05368662269590314,True,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
